楼层数,楼编码,点顺序,经度,纬度
8.000000000000000,0.000000000000000,1.000000000000000,120.646614299999996,31.316490199600000
8.000000000000000,0.000000000000000,2.000000000000000,120.646067400000007,31.316444399600002
8.000000000000000,0.000000000000000,3.000000000000000,120.646054000000007,31.316561500100001
8.000000000000000,0.000000000000000,4.000000000000000,120.646600899999996,31.316607300000001
8.000000000000000,0.000000000000000,5.000000000000000,120.646614299999996,31.316490199600000
9.000000000000000,1.000000000000000,1.000000000000000,120.647680199999996,31.316505500100000
9.000000000000000,1.000000000000000,2.000000000000000,120.646745600000003,31.316427199800000
9.000000000000000,1.000000000000000,3.000000000000000,120.646732000000000,31.316545900400001
9.000000000000000,1.000000000000000,4.000000000000000,120.647666599999994,31.316624199800000
9.000000000000000,1.000000000000000,5.000000000000000,120.647680199999996,31.316505500100000
7.000000000000000,2.000000000000000,1.000000000000000,120.645677899999995,31.316866300099999
7.000000000000000,2.000000000000000,2.000000000000000,120.645248800000005,31.316813600200000
7.000000000000000,2.000000000000000,3.000000000000000,120.645130800000004,31.317230599700000
7.000000000000000,2.000000000000000,4.000000000000000,120.645522400000004,31.317320000199999
7.000000000000000,2.000000000000000,5.000000000000000,120.645677899999995,31.316866300099999
13.000000000000000,3.000000000000000,1.000000000000000,120.646521399999997,31.316854500000002
13.000000000000000,3.000000000000000,2.000000000000000,120.646535000000000,31.316752500000000
13.000000000000000,3.000000000000000,3.000000000000000,120.645619600000003,31.316663900100000
13.000000000000000,3.000000000000000,4.000000000000000,120.645622299999999,31.316643299799999
13.000000000000000,3.000000000000000,5.000000000000000,120.645281499999996,31.316610299899999
13.000000000000000,3.000000000000000,6.000000000000000,120.645245000000003,31.316755400100000
13.000000000000000,3.000000000000000,7.000000000000000,120.645617799999997,31.316789000000000
13.000000000000000,3.000000000000000,8.000000000000000,120.645618499999998,31.316766999900000
13.000000000000000,3.000000000000000,9.000000000000000,120.646521399999997,31.316854500000002
14.000000000000000,4.000000000000000,1.000000000000000,120.646025100000003,31.317060900100000
14.000000000000000,4.000000000000000,2.000000000000000,120.645655599999998,31.317019200099999
14.000000000000000,4.000000000000000,3.000000000000000,120.645640099999994,31.317119400100001
14.000000000000000,4.000000000000000,4.000000000000000,120.646009500000005,31.317161199899999
14.000000000000000,4.000000000000000,5.000000000000000,120.646025100000003,31.317060900100000
10.000000000000000,5.000000000000000,1.000000000000000,120.646484200000003,31.316943099700001
10.000000000000000,5.000000000000000,2.000000000000000,120.645777400000000,31.316866600099999
10.000000000000000,5.000000000000000,3.000000000000000,120.645764999999997,31.316950299700000
10.000000000000000,5.000000000000000,4.000000000000000,120.646471800000000,31.317026700200000
10.000000000000000,5.000000000000000,5.000000000000000,120.646484200000003,31.316943099700001
6.000000000000000,6.000000000000000,1.000000000000000,120.646440799999993,31.317111299899999
6.000000000000000,6.000000000000000,2.000000000000000,120.646071399999997,31.317069599800000
6.000000000000000,6.000000000000000,3.000000000000000,120.646055799999999,31.317169900300001
6.000000000000000,6.000000000000000,4.000000000000000,120.646425300000004,31.317211600400000
6.000000000000000,6.000000000000000,5.000000000000000,120.646440799999993,31.317111299899999
6.000000000000000,7.000000000000000,1.000000000000000,120.645260699999994,31.318126100000001
6.000000000000000,7.000000000000000,2.000000000000000,120.645320200000000,31.317900399799999
6.000000000000000,7.000000000000000,3.000000000000000,120.645254300000005,31.317887800200001
6.000000000000000,7.000000000000000,4.000000000000000,120.645236699999998,31.317954499599999
6.000000000000000,7.000000000000000,5.000000000000000,120.645220300000005,31.317951300200001
6.000000000000000,7.000000000000000,6.000000000000000,120.645212200000003,31.317982000400001
6.000000000000000,7.000000000000000,7.000000000000000,120.645164199999996,31.317972799700001
6.000000000000000,7.000000000000000,8.000000000000000,120.645306500000004,31.317432799700001
6.000000000000000,7.000000000000000,9.000000000000000,120.645126800000000,31.317398299800001
6.000000000000000,7.000000000000000,10.000000000000000,120.644965900000003,31.318008799699999
6.000000000000000,7.000000000000000,11.000000000000000,120.645005699999999,31.318016400299999
6.000000000000000,7.000000000000000,12.000000000000000,120.644989800000005,31.318076600300000
6.000000000000000,7.000000000000000,13.000000000000000,120.645123299999995,31.318102299800000
6.000000000000000,7.000000000000000,14.000000000000000,120.645123999999996,31.318099800300001
6.000000000000000,7.000000000000000,15.000000000000000,120.645260699999994,31.318126100000001
10.000000000000000,8.000000000000000,1.000000000000000,120.645806100000001,31.317785799799999
10.000000000000000,8.000000000000000,2.000000000000000,120.645436700000005,31.317744099999999
10.000000000000000,8.000000000000000,3.000000000000000,120.645421200000001,31.317844399900000
10.000000000000000,8.000000000000000,4.000000000000000,120.645790599999998,31.317886100399999
10.000000000000000,8.000000000000000,5.000000000000000,120.645806100000001,31.317785799799999
12.000000000000000,9.000000000000000,1.000000000000000,120.645952600000001,31.317301499700001
12.000000000000000,9.000000000000000,2.000000000000000,120.645583200000004,31.317259799799999
12.000000000000000,9.000000000000000,3.000000000000000,120.645567700000001,31.317360000299999
12.000000000000000,9.000000000000000,4.000000000000000,120.645937099999998,31.317401799999999
12.000000000000000,9.000000000000000,5.000000000000000,120.645952600000001,31.317301499700001
9.000000000000000,10.000000000000000,1.000000000000000,120.645882900000004,31.317523800099998
9.000000000000000,10.000000000000000,2.000000000000000,120.645513500000007,31.317481999700000
9.000000000000000,10.000000000000000,3.000000000000000,120.645497899999995,31.317582299800002
9.000000000000000,10.000000000000000,4.000000000000000,120.645867400000000,31.317623999599999
9.000000000000000,10.000000000000000,5.000000000000000,120.645882900000004,31.317523800099998
13.000000000000000,11.000000000000000,1.000000000000000,120.646373699999998,31.317365700000000
13.000000000000000,11.000000000000000,2.000000000000000,120.646004300000001,31.317323900300000
13.000000000000000,11.000000000000000,3.000000000000000,120.645988799999998,31.317424199800001
13.000000000000000,11.000000000000000,4.000000000000000,120.646358199999995,31.317465899700000
13.000000000000000,11.000000000000000,5.000000000000000,120.646373699999998,31.317365700000000
9.000000000000000,12.000000000000000,1.000000000000000,120.646322799999993,31.317583299799999
9.000000000000000,12.000000000000000,2.000000000000000,120.645953300000002,31.317541599900000
9.000000000000000,12.000000000000000,3.000000000000000,120.645937799999999,31.317641899900000
9.000000000000000,12.000000000000000,4.000000000000000,120.646307300000004,31.317683599799999
9.000000000000000,12.000000000000000,5.000000000000000,120.646322799999993,31.317583299799999
10.000000000000000,13.000000000000000,1.000000000000000,120.646253000000002,31.317842300199999
10.000000000000000,13.000000000000000,2.000000000000000,120.645883600000005,31.317800499899999
10.000000000000000,13.000000000000000,3.000000000000000,120.645868100000001,31.317900799699999
10.000000000000000,13.000000000000000,4.000000000000000,120.646237499999998,31.317942599900000
10.000000000000000,13.000000000000000,5.000000000000000,120.646253000000002,31.317842300199999
10.000000000000000,14.000000000000000,1.000000000000000,120.644735900000001,31.318887899700002
10.000000000000000,14.000000000000000,2.000000000000000,120.644761799999998,31.318801700100000
10.000000000000000,14.000000000000000,3.000000000000000,120.644861100000000,31.318823399599999
10.000000000000000,14.000000000000000,4.000000000000000,120.644934199999994,31.318580200100001
10.000000000000000,14.000000000000000,5.000000000000000,120.644834900000006,31.318558399899999
10.000000000000000,14.000000000000000,6.000000000000000,120.644942499999999,31.318200200300002
10.000000000000000,14.000000000000000,7.000000000000000,120.644817000000003,31.318172699600002
10.000000000000000,14.000000000000000,8.000000000000000,120.644610499999999,31.318860399999998
10.000000000000000,14.000000000000000,9.000000000000000,120.644735900000001,31.318887899700002
7.000000000000000,15.000000000000000,1.000000000000000,120.645738100000003,31.318046200200001
7.000000000000000,15.000000000000000,2.000000000000000,120.645368599999998,31.318004499800001
7.000000000000000,15.000000000000000,3.000000000000000,120.645353099999994,31.318104800099999
7.000000000000000,15.000000000000000,4.000000000000000,120.645722500000005,31.318146499699999
7.000000000000000,15.000000000000000,5.000000000000000,120.645738100000003,31.318046200200001
12.000000000000000,16.000000000000000,1.000000000000000,120.645565700000006,31.318297700100000
12.000000000000000,16.000000000000000,2.000000000000000,120.644997500000002,31.318250600199999
12.000000000000000,16.000000000000000,3.000000000000000,120.644985500000004,31.318356400399999
12.000000000000000,16.000000000000000,4.000000000000000,120.645553699999994,31.318403399699999
12.000000000000000,16.000000000000000,5.000000000000000,120.645565700000006,31.318297700100000
6.000000000000000,17.000000000000000,1.000000000000000,120.646183300000004,31.318101200099999
6.000000000000000,17.000000000000000,2.000000000000000,120.645813899999993,31.318059499699999
6.000000000000000,17.000000000000000,3.000000000000000,120.645798299999996,31.318159700199999
6.000000000000000,17.000000000000000,4.000000000000000,120.646167800000001,31.318201500299999
6.000000000000000,17.000000000000000,5.000000000000000,120.646183300000004,31.318101200099999
9.000000000000000,18.000000000000000,1.000000000000000,120.645999399999994,31.318351000000000
9.000000000000000,18.000000000000000,2.000000000000000,120.645621100000000,31.318321600000001
9.000000000000000,18.000000000000000,3.000000000000000,120.645611200000005,31.318414199599999
9.000000000000000,18.000000000000000,4.000000000000000,120.645989599999993,31.318443599599998
9.000000000000000,18.000000000000000,5.000000000000000,120.645999399999994,31.318351000000000
13.000000000000000,19.000000000000000,1.000000000000000,120.646623300000002,31.318481999900001
13.000000000000000,19.000000000000000,2.000000000000000,120.646057099999993,31.318437999699999
13.000000000000000,19.000000000000000,3.000000000000000,120.646046900000002,31.318534100299999
13.000000000000000,19.000000000000000,4.000000000000000,120.646613000000002,31.318578099600000
13.000000000000000,19.000000000000000,5.000000000000000,120.646623300000002,31.318481999900001
13.000000000000000,20.000000000000000,1.000000000000000,120.645364000000001,31.318752599700002
13.000000000000000,20.000000000000000,2.000000000000000,120.645369299999999,31.318700800399998
13.000000000000000,20.000000000000000,3.000000000000000,120.645547600000000,31.318714099800001
13.000000000000000,20.000000000000000,4.000000000000000,120.645557800000006,31.318614299699998
13.000000000000000,20.000000000000000,5.000000000000000,120.645379199999994,31.318601000299999
13.000000000000000,20.000000000000000,6.000000000000000,120.645374700000005,31.318645499999999
13.000000000000000,20.000000000000000,7.000000000000000,120.644968500000004,31.318615199900002
13.000000000000000,20.000000000000000,8.000000000000000,120.644957599999998,31.318722299699999
13.000000000000000,20.000000000000000,9.000000000000000,120.645364000000001,31.318752599700002
5.000000000000000,21.000000000000000,1.000000000000000,120.645272599999998,31.319047499900002
5.000000000000000,21.000000000000000,2.000000000000000,120.644811500000003,31.318843199900002
5.000000000000000,21.000000000000000,3.000000000000000,120.644750200000004,31.318944199899999
5.000000000000000,21.000000000000000,4.000000000000000,120.645211300000000,31.319148499699999
5.000000000000000,21.000000000000000,5.000000000000000,120.645272599999998,31.319047499900002
13.000000000000000,22.000000000000000,1.000000000000000,120.645636800000005,31.319031100099998
13.000000000000000,22.000000000000000,2.000000000000000,120.645640200000003,31.318997800300000
13.000000000000000,22.000000000000000,3.000000000000000,120.645822100000004,31.319011300000000
13.000000000000000,22.000000000000000,4.000000000000000,120.645832900000002,31.318904499799999
13.000000000000000,22.000000000000000,5.000000000000000,120.645642899999999,31.318890400000001
13.000000000000000,22.000000000000000,6.000000000000000,120.645638599999998,31.318932000299998
13.000000000000000,22.000000000000000,7.000000000000000,120.645444400000002,31.318917599599999
13.000000000000000,22.000000000000000,8.000000000000000,120.645434399999999,31.319016100199999
13.000000000000000,22.000000000000000,9.000000000000000,120.645636800000005,31.319031100099998
7.000000000000000,23.000000000000000,1.000000000000000,120.645855900000001,31.318620099899999
7.000000000000000,23.000000000000000,2.000000000000000,120.645666000000006,31.318607500300001
7.000000000000000,23.000000000000000,3.000000000000000,120.645656700000004,31.318710199700000
7.000000000000000,23.000000000000000,4.000000000000000,120.645841799999999,31.318722400199999
